Timestamp,Study_author,Publication_year,Study_title,DOI,Exclusion_reason,Comment for Exclusion_reason,Study_type,"Comment for study_type
Record comments for the question above if needed (i.e. study type does not lie within the specified categories). Start with ""NEW"" when noting new study type.",Data_collected_years,Data_collected_locations,TARA_focus ,TARA_region,"TARA_region_specific
List the locations where the study was completed in NSW. If multiple locations seperate by with ; ","Threat_source_category_1
Select more than one of applicable.",Threat_source ,Comment for threat_source,"Specific_threat_source 
If detailed specify the actual threat activity. If multiple threat activities are listed seperate terms in a list with ;",Receptor_category-threat_receptor ,Comment for receptor_category-threat_receptor,"Specific_receptor_category-threat_receptor
If detailed list the specific receptor. If there is more than one receptor measured list these as terms separated by ;","Mechanism for receptor threat relationship
If detailed list the mechanism through which the threat has an effect on the receptor (e.g. disease). These should align with the mechanisms outlined in the EBR.","Outcome_trend
Specify the overall outcome of the threat receptor interaction specified. If there is more than one threat receptor combination, or more than one outcome measured please return the main effect here and specify other effects in the free text category below.","Comment_outcome_trend
Comment for outcome trend. If other outcomes need to be specified list outcome (Positive/Negative/Neutral/Other) and seperate by ;","Outcome_measured
If stated specify the outcome measured (from which the trend is specified above). If multiple outcomes are measured please list these as terms (3 words or less) separated by ;","Condition_comparator
If condition of the receptor (i.e. marine asset) is discussed in the article, specify what the condition is compared too. For example this could be a year, or a treatment condition. ","Condition_trend
If the condition of the asset is discussed specify the outcome of the asset compared to the comparator. ","Comment_condition_trend
Comment for condition trend. If other conditions need to be specified list outcome (Positive/Negative/Neutral/Other) and seperate by ;","Condition_measured
If stated specify the parameter through which condition is measured (from which the trend is specified above). If multiple condition are measured please list these as terms (3 words or less) separated by ;",Comment for extraction
8/26/2022 17:14:47,Carlile,2015,A TRIAL TRANSLOCATION OF LITTLE PENGUIN EUDYPTULA MINOR FLEDGLINGS,,NA - study included for data extraction,,Primary-field,,Pre 2015,NSW,1 - Coastal and marine,2 - Central,"Lion Island, North Sydney Harbour",,,,,11 - Threatened and protected species - Species protected under BCA,,"Little Penguin, Eudyptula minor",,,,,Translocated population,Other/Unclear/Not specified,,Fledgling mass; returning penguins; population size ,"Breeding productivity of the Little Penguin colony on Lion Island (300 pairs) is approximately 1.4 fledglings per pair thus the removal of 44 fledglings over 3 years reduced the total reproductive output of the colony during this period by approximately 3.6%. The effect on the donor colony of this temporarily low level of output is unknown, but given the high productivity of this particular colony impact is likely to be minimal. These results suggest that translocated wild-bred birds may have a lower survival rate than non-translocated birds, at least in some years (e.g. 2005/06). Although the penguin population at North Harbour has changed little since 2004, the number of pairs nesting on Store Beach has increased substantially, from one to nine pairs."
8/26/2022 17:25:00,Cameron,2016,"Patterns of scleractinian coral recruitment at Lord Howe Island, an isolated subtropical reef off eastern Australia",10.1007/s00338-016-1414-3,NA - study included for data extraction,,Primary-field,,Pre 2015,NSW,1 - Coastal and marine,,Lord Howe Island,,,,,8 - Marine habitats and assemblages - Shallow reefs,,Hard corals,,,,,1990-1991,Other/Unclear/Not specified,,Coral recruitment,"Mean densities of coral settlement in 2011–2012 (230 spat m-2 yr-1) were similar to patterns recorded at LHI two decades previously. Some shifts in the composition of settled taxa were found, which might be due to inter-annual variability or more recent changes in the strength and flow of the EAC and other environmental conditions on LHI’s reef."
8/26/2022 18:06:55,Cagnazzi,2019,"Bioaccumulation of organochlorine compounds in large, threatened elasmobranchs off northern New South Wales, Australia",10.1016/j.marpolbul.2018.12.043,NA - study included for data extraction,,Primary-field,,Post 2015,NSW,1 - Coastal and marine,1 - North,Evans Head,Land based activities,32 - Agricultural diffuse source runoff,,Persistent Organic Pollutants (POPs),5 - Marine habitats and assemblages - Fish assemblages; 10 - Threatened and protected species - Species and communities protected under FMA; 11 - Threatened and protected species - Species protected under BCA,,Various elasmobranch,Birth defects; infertility; endocrine disruption; immune system dysfunction,Other/Unclear/Not specified,,POP concentrations,,,,,"Quantified POPs concentrations in 57 individuals from ten species of sharks and rays caught in bather-protection gillnets deployed off northern New South Wales, Australia. Polychlorinated biphenyls, DDTs and HCB were detected in all species. For some individuals, concentrations were at levels known to have deleterious sub-lethal effects. Overall, the POP concentrations analysed in this study were comparable to those in similar species from more polluted regions, and may have negative impacts on longer term health."
8/26/2022 18:18:26,Bradley,2021,Sublethal effects of a rapidly spreading native alga on a key herbivore,10.1002/ece3.8005,NA - study included for data extraction,,Primary-field & lab,,,NSW,1 - Coastal and marine,2 - Central,Mona Vale; Wollongong; Bulli,,0 - Other/Unclear/NEW,NEW_Caulerpa.filiformis,,8 - Marine habitats and assemblages - Shallow reefs,,"Sea urchin, Heliocidaris erythrogramma  ",Herbivory of C.filiformis by sea urchin,Negative,,Feeding choice; abundance,,,,,"Urchin densities were positively correlated with distance away from C. filiformis beds, and they actively moved away from beds. Feeding experiments showed that, while urchins consumed C. filiformis, sometimes in equal amounts to higher quality algae, there were strong sublethal consequences associated with C. filiformis consumption, mainly on reproductive potential (gonad size). There was also a tendency for urchin mortality to be greater when fed C. filiformis. Results indicate positive feedback on C.filiformis abundance, contributing to spread."
8/26/2022 18:26:55,Cagnazzi,2019,"Metal contamination among endangered, threatened and protected marine vertebrates off south-eastern Australia",10.1016/j.ecolind.2019.105658,NA - study included for data extraction,,Primary-field,,,NSW,1 - Coastal and marine,1 - North,Seven Mile Beach; Lennox Head; Sharpes; Shelly and Lighthouse beaches; Ballina; Main Beach; Evans Head,,"66 - Water pollution on environmental values - agricultural diffuse source runoff; 67 - Water pollution on environmental values - litter, solid waste, marine debris and microplastics; 64 - Water pollution on environmental values - septic runoff, point source pollution and sewage overflows",,Various causing metal contamination,5 - Marine habitats and assemblages - Fish assemblages; 10 - Threatened and protected species - Species and communities protected under FMA; 11 - Threatened and protected species - Species protected under BCA,,"Various endangered, threatened and protected species",Toxicity,Other/Unclear/Not specified,,Metal levels,Other locations,Other/Unclear/Not specified,,Metal levels,"While muscle concentrations of most elements were below detection limits, > 50% of specimens (mostly larger sharks) had Hg at concentrations exceeding thresholds that might damage biomechanical processes, while several others had As and Cd concentrations elevated to within the ranges of values previously demonstrated to cause negative effects among other species, including deformities among eggs, embryos or larvae. Results support previous assertions that, despite some coastal sections of rivers having elevated concentrations of Hg and As, metal and metalloids concentrations in marine waters off northern NSW are generally low."
8/26/2022 18:41:55,Besley,2019,"Deepwater ocean outfalls: A sustainable solution for sewage discharge for mega-coastal cities (Sydney, Australia): Influence of deepwater ocean outfalls on shelf sediment chemistry",10.1016/j.marpolbul.2019.06.009,NA - study included for data extraction,,Primary-field,,Pre and Post 2015,NSW,1 - Coastal and marine,2 - Central,Sydney,Land based activities,"35 - Sewage effluent and septic runoff; 64 - Water pollution on environmental values - septic runoff, point source pollution and sewage overflows",,Deep water ocean outfall,4 - Marine habitats and assemblages - Deep soft sediments,,Sediments,Long term accumulation of sewage particulates and contaminants,Neutral (no effect),,Contaminants of concern,,,,,"Detected a southward gradient of sediment fining and increased total organic carbon in the study region. Deepwater ocean discharges have not contributed to an accumulation of fines, or to increased metallic/nonmetallic chemicals of concern with no elevated risk of adverse biological effects beyond pre-commissioning conditions. Deepwater ocean discharges have not contributed to an accumulation of fines, or to increased metallic/nonmetallic chemicals of concern with no elevated risk of adverse biological effects beyond pre-commissioning conditions.Arsenic concentrations at the North Head outfall location suggested an intermediate risk of adverse biological effects."
8/26/2022 18:49:56,Besley,2019,"Deepwater ocean outfalls: A sustainable solution for sewage discharge for mega-coastal cities (Sydney, Australia): Influence of deepwater ocean outfalls on shelf benthic infauna",10.1016/j.marpolbul.2019.06.016,NA - study included for data extraction,,Primary-field,,Pre and Post 2015,NSW,1 - Coastal and marine,2 - Central,Sydney,Land based activities,"35 - Sewage effluent and septic runoff; 64 - Water pollution on environmental values - septic runoff, point source pollution and sewage overflows",,Deep water ocean outfall,3 - Marine habitats and assemblages - Deep reefs; 4 - Marine habitats and assemblages - Deep soft sediments,,Benthic fauna and sediments,,Neutral (no effect),,Benthic communities,,,,,"Assessment of outfall community structure indicated organic input from discharges has not resulted in sediment anoxia. The current post-commissioning investigation detected a gradual change in community structure from north to south in the study area, which was also displayed in taxonomic turnover south of the Malabar outfall. Temporal fluctuation in community structure detected at the three outfall and three reference locations in the current study was also noted in the pre-commissioning study at these locations. Evidence provided by this study indicated the Sydney deepwater ocean outfalls do not cause significant ecological impact."
8/26/2022 18:51:51,Birch,2018,Baseline physio-chemical characteristics of Sydney estuary water under quiescent conditions,10.1016/j.marpolbul.2018.10.041,The study does not consider a threat to or a state of a marine asset in NSW,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2022 18:59:11,Becker,2017,Monitoring of reef associated and pelagic fish communities on Australia’s first purpose built offshore artificial reef,10.1093/icesjms/fsw133,NA - study included for data extraction,,Primary-field,,Pre 2015,NSW,1 - Coastal and marine,2 - Central,Sydney,Resource use,0 - Other/Unclear/NEW,NEW_artificial_reef,Artificial reef structure,5 - Marine habitats and assemblages - Fish assemblages,,Fish (various),Altered fish communities associated with reef structure,Other/Unclear/Not specified,,Reef-associated and pelagic fish assemblage,,,,,"Fish were observed immediately following deployment, but the artificial reef fish assemblage remained distinct from the three natural control reefs throughout the monitoring period. Also, the artificial reef displayed inter-annual variability associated with successional processes, which was not evident on the natural reefs. Fish length data indicated that the artificial reef was providing resources for both juvenile and adults of a number of species. This study demonstrates artificial reefs can provide habitats for a diverse group of fish, but the assemblages are unlikely to mimic those on natural reefs."
8/26/2022 19:09:37,Bartlett,2019,"Fitness of two bivalves Saccostrea glomerata and Ostrea angasi exposed to a metal contamination gradient in Lake Macquarie, NSW Australia: Integrating subcellular, energy metabolism and embryo development responses",10.1016/j.ecolind.2019.105869,NA - study included for data extraction,,Primary-field & lab,,Post 2015,NSW,2 - Estuarine,2 - Central,Lake Macquarie,Land based activities,33 - Industrial discharges; 66 - Water pollution on environmental values - agricultural diffuse source runoff; 65 - Water pollution on environmental values - urban stormwater discharge,,Metal contamination,17 - Estuarine habitats and assemblages - Rocky shores; 21 - Estuarine habitats and assemblages - Subtidal reefs,,"Sydney rock oyster, Saccostrea glomerata; Southern mud oyster, Ostrea angasi",Fitness,Negative,,Metal concentrations; various physiology; mortality,,,,,"Oyster tissue metal concentrations  in both oyster species significantly increased over 31 days along the metal contamination gradient, but not in proportion to sediment metal concentrations. In response to exposure to metal contaminated sediments, both oyster species showed a decrease in total antioxidant capacity, an increase in lipid peroxidation and decreased lysosomal membrane stability. S. glomerata also demonstrated a significant reduction in embryo development. These responses demonstrated that exposure to metal-contaminated sediments impaired oyster fitness."
8/26/2022 19:51:25,Ahmed,2020,"Sewage-associated marker genes illustrate the impact of wet weather overflows and dry weather leakage in urban estuarine waters of Sydney, Australia",10.1016/j.scitotenv.2019.135390,NA - study included for data extraction,,Primary-field,,Other/Unclear/NotApplicable,NSW,2 - Estuarine,2 - Central,Sydney,,"64 - Water pollution on environmental values - septic runoff, point source pollution and sewage overflows; 65 - Water pollution on environmental values - urban stormwater discharge",,Wet weather overflow,12 - Clean waters - Estuarine waters,,General,Contamination from sewage and other catchment (feces animals),Other/Unclear/Not specified,,,,,,,"Among the four marker genes, cow and horse could not be detected, while avian marker gene was consistently present and dog was occasionally detected. Overall results suggested that after rainfall, untreated sewage from WWOs was present at sampling locations. In addition, microbial source tracking (MST) monitoring was able to distinguish the presence of a leaking sewer impacting on the recreational area during dry weather condition."
8/26/2022 20:00:37,Basford,2016,Feeding habits of range-shifting herbivores: tropical surgeonfishes in a temperate environment,10.1071/MF14208,,,Primary-field & lab,,Pre 2015,NSW,1 - Coastal and marine,2 - Central,Sydney,Climate change,38 - Climate and sea temperature rise 20 years; 43 - Climate and sea temperature rise 50 years,,Warming,5 - Marine habitats and assemblages - Fish assemblages,,Acanthurus triostegus; Acanthuris dussumieri; Prionurus maculatus; Prionurus microlepidotus,Range expansion,Other/Unclear/Not specified,,Fish abundance; fish biomass; bite rate,,,,,"Tropical surgeonfishes were abundant in the Sydney region during summer and autumn, demonstrating their ability to settle as larvae along the Sydney coastline. Bite rates were most strongly related to schooling behaviour in the field. Although there were no differences among species in overall algal consumption or bite rates for fishes of tropical or warm temperate origin in the aquarium trials, the tropical surgeonfish A. dussumieri consumed a significantly higher proportion of brown macroalgae recruits than any other species at the highest experimental temperatures, suggesting a potential role for this species in limiting the abundance of these habitat-formers in warming temperate waters. Results suggest that temperate algae, particularly within the EAM, are likely to face increased herbivory pressure as oceans continue to warm due to increased overall density of herbivorous surgeonfish and greater feeding rates."
8/26/2022 20:06:10,Barnes,2021,Characterising seabird vessel interactions associated with demersal ocean trawling: vessel attendance by birds depends on intrinsic and extrinsic predictors,10.3354/esr01100,NA - study included for data extraction,,Primary-field,,Other/Unclear/NotApplicable,NSW,1 - Coastal and marine,"1 - North, 2 - Central, 3 - South",,Resource use,4 - Ocean trawl,,,10 - Threatened and protected species - Species and communities protected under FMA; 11 - Threatened and protected species - Species protected under BCA,,Seabirds (various),Interaction; mortality,Neutral (no effect),,Seabird abundance; species; catastrophic interactions,,,,,"Throughout the program period, 104 992 seabirds from ~21 species attended New South Wales (NSW) ocean demersal trawlers. These species included 7 species of petrel and albatross listed by the IUCN, including the flesh footed shearwater Ardenna carneipes and wandering albatross Diomedea exulans. Two catastrophic interactions were recorded.The NSW Ocean Trawl fishery appears to directly harm very few seabirds which is not always the case when considering worldwide trawl fisheries."
8/26/2022 20:08:29,Baldock,2021,Methodology for estimating return intervals for storm demand and dune recession by clustered and non-clustered morphological events,10.1016/j.coastaleng.2021.103924,The study is only theoretical/methodological,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2022 20:13:05,Ambrecht ,2014,Interactions between seasonality and oceanic forcing drive the phytoplankton variability in the tropical-temperate transition zone (~ 30°S) of Eastern Australia,10.1016/j.jmarsys.2014.11.008,Other/Unclear,2014 published,,,,,,,,,,,,,,,,,,,,,,,
8/26/2022 20:17:37,Andrew-Priestley,2020,"An Impact-Control Study to Assess the Potential Accumulation of Metals and Metalloids from Sewage Effluent and Biosolids to Sydney Rock Oysters, Saccostrea glomerata",10.1007/s11270-020-04570-6,Other/Unclear,Data pre-2010,,,,,,,,,,,,,,"Sydney rock oysters, Saccostrea glomerata",Toxicity,,,,,,,,
8/26/2022 20:28:31,Alyazichi,2015,"Spatial distribution of sediment particles and trace element pollution within Gunnamatta Bay, Port Hacking, NSW, Australia",10.1016/j.rsma.2015.09.002,NA - study included for data extraction,,Primary-field,,Pre 2015,NSW,2 - Estuarine,,Port Hacking,Land based activities,"33 - Industrial discharges; 35 - Sewage effluent and septic runoff; 28 - Urban stormwater discharge; 66 - Water pollution on environmental values - agricultural diffuse source runoff; 64 - Water pollution on environmental values - septic runoff, point source pollution and sewage overflows; 65 - Water pollution on environmental values - urban stormwater discharge",,,12 - Clean waters - Estuarine waters,,,,Negative,,Trace elements; velocities,,,,,"The spatial distribution of trace elements is controlled by discharge points from residential areas, boat moorings, boatyards and sediment fractions. Sediment samples located in the inner and middle of the bay, as well as in the vicinity of stormwater outlets, have a high concentration of trace elements, and they indicated as considerable to very high risk. However, fine sandy samples have the lowest levels of trace elements and low risk, which are located along the shoreline and mouth of the bay. The highest concentrations of these metals were found to be in sample from the northeast of the bay, which is close to a surface discharge point and moored boats."
8/26/2022 20:31:12,Ainley,2015,Relationships between estuarine modification and leaf litter decomposition vary with latitude,10.1016/j.ecss.2015.07.027,The study does not consider a threat to or a state of a marine asset in NSW,,,,,,,,,,,,,,,,,,,,,,,,
29/8/2022 10:05,Taylor,2019,Evaluation of adaptive spatial management in a multi-jurisdictional trawl fishery,10.1016/j.rsma.2020.101206,The study does not consider a threat to or a state of a marine asset in NSW,,,,,,,,,,,,,,,,,,,,,,,,
